"","x","y","SM_m3_m3"
"1",-95.9867,28.6704632932119,0.282821375343224
"2",-95.9867,28.7410632932119,0.307479033290045
"3",-95.9867,28.8116632932119,0.363676484463528
"4",-95.9867,28.8822632932119,0.281339093535437
"5",-95.9867,28.9528632932119,0.264874552833124
"6",-95.9867,29.0234632932119,0.316012059635751
"7",-95.9867,29.0940632932119,0.355345862219602
"8",-95.9867,29.1646632932119,0.361066920859413
"9",-95.9867,29.2352632932119,0.364752471428953
"10",-95.9867,29.3058632932119,0.370854603302264
"11",-95.9867,29.3764632932119,0.359125822910955
"12",-95.9867,29.4470632932119,0.343541547544015
"13",-95.9867,29.5176632932119,0.330595719927597
"14",-95.9867,29.5882632932119,0.327420192750162
"15",-95.9867,29.6588632932119,0.335708371123419
"16",-95.9867,29.7294632932119,0.32705835575284
"17",-95.9867,29.8000632932119,0.288547497781512
"18",-95.9867,29.8706632932119,0.269252100921281
"19",-95.9867,29.9412632932119,0.206050592350944
"20",-95.9867,30.0118632932119,0.207383443956546
"21",-95.9867,30.0824632932119,0.151396922055237
"22",-95.9867,30.1530632932119,0.147798146270496
"23",-95.9867,30.2236632932119,0.232348684657952
"24",-95.9867,30.2942632932119,0.310977351224899
"25",-95.9867,30.3648632932119,0.285340505432774
"26",-95.9867,30.4354632932119,0.326263418466256
"27",-95.9867,30.5060632932119,0.344583267270254
"28",-95.9867,30.5766632932119,0.262945265422922
"29",-95.9867,30.6472632932119,0.236699823640428
"30",-95.9867,30.7178632932119,0.232519472563898
"31",-95.9867,30.7884632932119,0.234738776469645
"32",-95.9867,30.8590632932119,0.25571928814897
"33",-95.9867,30.9296632932119,0.266616173170993
"34",-95.9867,31.0002632932119,0.220219690748613
"35",-95.9867,31.0708632932119,0.292416691160912
"36",-95.9867,31.1414632932119,0.161670478997392
"37",-95.9867,31.2120632932119,0.15647597498273
"38",-95.9867,31.2826632932119,0.192350267735436
"39",-95.8933,28.6704632932119,0.248362313400225
"40",-95.8933,28.7410632932119,0.240185513036676
"41",-95.8933,28.8116632932119,0.370197041173834
"42",-95.8933,28.8822632932119,0.314871986342724
"43",-95.8933,28.9528632932119,0.36021449405138
"44",-95.8933,29.0234632932119,0.384142426700659
"45",-95.8933,29.0940632932119,0.386174178927266
"46",-95.8933,29.1646632932119,0.383488489220145
"47",-95.8933,29.2352632932119,0.372350728613151
"48",-95.8933,29.3058632932119,0.35738028097719
"49",-95.8933,29.3764632932119,0.340669586904519
"50",-95.8933,29.4470632932119,0.333367496139419
"51",-95.8933,29.5176632932119,0.328502195538951
"52",-95.8933,29.5882632932119,0.310112061592564
"53",-95.8933,29.6588632932119,0.292874492950478
"54",-95.8933,29.7294632932119,0.256593103310009
"55",-95.8933,29.8000632932119,0.198934311506657
"56",-95.8933,29.8706632932119,0.205549146233285
"57",-95.8933,29.9412632932119,0.206738668395314
"58",-95.8933,30.0118632932119,0.208056782513478
"59",-95.8933,30.0824632932119,0.203391383839111
"60",-95.8933,30.1530632932119,0.178101679810773
"61",-95.8933,30.2236632932119,0.163669031076545
"62",-95.8933,30.2942632932119,0.236159479507078
"63",-95.8933,30.3648632932119,0.369315317479992
"64",-95.8933,30.4354632932119,0.181022946415949
"65",-95.8933,30.5060632932119,0.380956828959603
"66",-95.8933,30.5766632932119,0.296697156894368
"67",-95.8933,30.6472632932119,0.242438857691485
"68",-95.8933,30.7178632932119,0.242291591923959
"69",-95.8933,30.7884632932119,0.252777628310223
"70",-95.8933,30.8590632932119,0.255642198661655
"71",-95.8933,30.9296632932119,0.272113674278192
"72",-95.8933,31.0002632932119,0.235469517353279
"73",-95.8933,31.0708632932119,0.258283185016545
"74",-95.8933,31.1414632932119,0.169127792919358
"75",-95.8933,31.2120632932119,0.125126073649131
"76",-95.8933,31.2826632932119,0.136450960204926
"77",-95.7999,28.6704632932119,0.250456852907951
"78",-95.7999,28.7410632932119,0.327503966674882
"79",-95.7999,28.8116632932119,0.37966409931366
"80",-95.7999,28.8822632932119,0.307920690919706
"81",-95.7999,28.9528632932119,0.382577935382996
"82",-95.7999,29.0234632932119,0.419129419699888
"83",-95.7999,29.0940632932119,0.404731119186403
"84",-95.7999,29.1646632932119,0.376937017682654
"85",-95.7999,29.2352632932119,0.35354443897916
"86",-95.7999,29.3058632932119,0.340616185884245
"87",-95.7999,29.3764632932119,0.337138928149169
"88",-95.7999,29.4470632932119,0.337528875543717
"89",-95.7999,29.5176632932119,0.333537635604309
"90",-95.7999,29.5882632932119,0.312949045870705
"91",-95.7999,29.6588632932119,0.252775398153693
"92",-95.7999,29.7294632932119,0.200152929000933
"93",-95.7999,29.8000632932119,0.204224957152612
"94",-95.7999,29.8706632932119,0.205554516185358
"95",-95.7999,29.9412632932119,0.201754346591172
"96",-95.7999,30.0118632932119,0.20572598199383
"97",-95.7999,30.0824632932119,0.1939950577433
"98",-95.7999,30.1530632932119,0.17793960941199
"99",-95.7999,30.2236632932119,0.174134248998553
"100",-95.7999,30.2942632932119,0.243863453515287
"101",-95.7999,30.3648632932119,0.369600510196437
"102",-95.7999,30.4354632932119,0.180353096650031
"103",-95.7999,30.5060632932119,0.295969891098884
"104",-95.7999,30.5766632932119,0.210599975377992
"105",-95.7999,30.6472632932119,0.234002276723298
"106",-95.7999,30.7178632932119,0.284103992200766
"107",-95.7999,30.7884632932119,0.285622618871921
"108",-95.7999,30.8590632932119,0.266407680628327
"109",-95.7999,30.9296632932119,0.2882705308424
"110",-95.7999,31.0002632932119,0.235144815719408
"111",-95.7999,31.0708632932119,0.243561518179989
"112",-95.7999,31.1414632932119,0.248967026007357
"113",-95.7999,31.2120632932119,0.231472340040262
"114",-95.7999,31.2826632932119,0.225037663433522
"115",-95.7065,28.6704632932119,0.313014812914374
"116",-95.7065,28.7410632932119,0.3988732514604
"117",-95.7065,28.8116632932119,0.407095718970044
"118",-95.7065,28.8822632932119,0.411815455371765
"119",-95.7065,28.9528632932119,0.417100283254795
"120",-95.7065,29.0234632932119,0.407042740109037
"121",-95.7065,29.0940632932119,0.39141639478649
"122",-95.7065,29.1646632932119,0.364334619631255
"123",-95.7065,29.2352632932119,0.330538690563331
"124",-95.7065,29.3058632932119,0.335438742590817
"125",-95.7065,29.3764632932119,0.341986397773155
"126",-95.7065,29.4470632932119,0.345349522938782
"127",-95.7065,29.5176632932119,0.341532825650518
"128",-95.7065,29.5882632932119,0.344663704192869
"129",-95.7065,29.6588632932119,0.303366975882998
"130",-95.7065,29.7294632932119,0.237124374858639
"131",-95.7065,29.8000632932119,0.208535728451621
"132",-95.7065,29.8706632932119,0.209353007865905
