"","x","y","SM_m3_m3"
"1",-95.9867,28.6704632932119,0.193819173165477
"2",-95.9867,28.7410632932119,0.227086091174092
"3",-95.9867,28.8116632932119,0.270349268400446
"4",-95.9867,28.8822632932119,0.203821435960473
"5",-95.9867,28.9528632932119,0.192381949205301
"6",-95.9867,29.0234632932119,0.237281099270566
"7",-95.9867,29.0940632932119,0.269651117096398
"8",-95.9867,29.1646632932119,0.273029189091226
"9",-95.9867,29.2352632932119,0.276897120358333
"10",-95.9867,29.3058632932119,0.28328240053039
"11",-95.9867,29.3764632932119,0.275684415082557
"12",-95.9867,29.4470632932119,0.264372495064339
"13",-95.9867,29.5176632932119,0.253776650992604
"14",-95.9867,29.5882632932119,0.254055461459848
"15",-95.9867,29.6588632932119,0.263374563993849
"16",-95.9867,29.7294632932119,0.252949031224905
"17",-95.9867,29.8000632932119,0.212734149889165
"18",-95.9867,29.8706632932119,0.192291662802721
"19",-95.9867,29.9412632932119,0.129254997443613
"20",-95.9867,30.0118632932119,0.128350964521881
"21",-95.9867,30.0824632932119,0.0850624496506038
"22",-95.9867,30.1530632932119,0.0817311793983299
"23",-95.9867,30.2236632932119,0.149531456200034
"24",-95.9867,30.2942632932119,0.208870318045475
"25",-95.9867,30.3648632932119,0.176322640657561
"26",-95.9867,30.4354632932119,0.215504106239935
"27",-95.9867,30.5060632932119,0.235466540433843
"28",-95.9867,30.5766632932119,0.17229821148834
"29",-95.9867,30.6472632932119,0.152452214206385
"30",-95.9867,30.7178632932119,0.151243171345127
"31",-95.9867,30.7884632932119,0.15532238198633
"32",-95.9867,30.8590632932119,0.173094542482963
"33",-95.9867,30.9296632932119,0.182451747274877
"34",-95.9867,31.0002632932119,0.141831871611923
"35",-95.9867,31.0708632932119,0.207728137273351
"36",-95.9867,31.1414632932119,0.107665053025725
"37",-95.9867,31.2120632932119,0.101906263831034
"38",-95.9867,31.2826632932119,0.12749899278618
"39",-95.8933,28.6704632932119,0.15903350077712
"40",-95.8933,28.7410632932119,0.16146239090538
"41",-95.8933,28.8116632932119,0.268543249848961
"42",-95.8933,28.8822632932119,0.226612427111795
"43",-95.8933,28.9528632932119,0.264604190290612
"44",-95.8933,29.0234632932119,0.284013639621104
"45",-95.8933,29.0940632932119,0.286292309903815
"46",-95.8933,29.1646632932119,0.28672167494441
"47",-95.8933,29.2352632932119,0.282013242069992
"48",-95.8933,29.3058632932119,0.273777152077247
"49",-95.8933,29.3764632932119,0.259907333834347
"50",-95.8933,29.4470632932119,0.254748408828399
"51",-95.8933,29.5176632932119,0.253844507025158
"52",-95.8933,29.5882632932119,0.241040903746635
