-9.9e-05,0.000364,-9.4e-05,0.000592,4.8e-05,0.000748,-0.000317,-0.000598,0.000579,-2.8e-05,-5.9e-05,-0.001164,-0.000513,0.00048,0.000399,-0.000181,0.000463,0,-0.00016,-0.000555,0.000304,0.000498,-0.000106,-0.000229,-0.000656
0.000566,-0.000143,1.4e-05,-0.000235,0.000563,-3.2e-05,6e-05,5.6e-05,7e-05,-5.5e-05,0,-0.001116,-0.000126,0.000487,-0.000105,-0.000171,-7.8e-05,0,-0.000555,1.3e-05,0.000625,0,-3.6e-05,0.000199,-0.000527
-0.000652,0.000257,-0.000145,0.000134,-0.001022,-0.001885,-5e-05,-0.001103,-0.000909,-0.000577,-1.2e-05,0.000128,-0.000526,8e-05,-0.000418,-0.000493,-0.00029,0,2.2e-05,-0.000555,-0.000257,-0.000542,-0.000474,-0.000389,-0.003135
-6e-06,-0.000228,6.6e-05,0.001652,-0.001532,-3.2e-05,1e-05,-0.000476,-0.00035,-0.000593,0.000513,-0.001313,-5.7e-05,-0.000633,-0.0008,0.000101,-8.7e-05,0,-0.000577,-0.00057,-0.00046,-4.3e-05,-0.00051,-0.000909,-0.004767
0.00054,-0.0003,-0.000739,-0.001491,-1.9e-05,0.000558,8.9e-05,-0.000546,0.00024,0,-0.000573,7.7e-05,-0.00055,0.00046,0.000496,0.000463,7.1e-05,0,-2.2e-05,-1.3e-05,0.000359,-6.5e-05,-0.000119,0.00038,-0.000156
-0.000916,-2.8e-05,6.5e-05,-0.000403,6.7e-05,-0.000891,9e-05,-0.00052,-0.001492,9.7e-05,-0.001066,0.000284,-0.000413,4e-05,0.000285,-0.001714,-0.000165,0,2.2e-05,-0.001129,-1e-05,-0.000998,-0.000678,-0.00068,-0.000998
-0.000297,-0.000286,-0.000217,0.001371,-0.000202,-0.001066,-0.000487,-0.00083,-0.001175,-0.000995,-0.000901,-0.001914,-0.000689,3.3e-05,-0.001152,-0.001326,0.001567,0,-0.000375,-0.000911,-0.001031,-0.000718,-0.00075,-0.001402,-0.00232
-0.001063,-0.001394,-0.00167,-0.001586,-0.001153,-0.001436,-0.000994,-0.000423,-0.001674,-0.000387,-0.000976,-0.001312,-0.00054,-0.00108,-0.000869,-0.001289,-0.002768,0,-0.000836,-0.000888,-0.001274,-0.001287,-0.000717,-0.001842,-0.002397
-0.001363,-0.001476,-2.9e-05,-0.003557,-0.001378,0.000875,-0.001515,-0.000834,-0.001103,-0.000402,-0.00041,0.000572,-0.000265,-0.001678,-0.001196,-0.001365,-0.001023,0,-0.000859,-0.000354,-0.000454,-0.000732,-0.001005,-0.001302,-0.000855
-0.002136,-0.001832,-0.000844,-0.002116,-0.000135,0.000518,-0.001691,-0.000453,-0.001085,-0.000889,-0.001477,-0.000807,-0.000946,-0.001011,-0.000902,-0.000429,-0.001025,0,-0.000872,-0.000891,-0.001808,-0.001283,-0.000276,-0.001439,-0.001128
-0.001364,-0.001312,-0.003154,-0.001441,-0.002004,-0.001545,-0.001075,-0.000341,-0.00169,-0.000376,-0.000522,-0.00077,-0.000833,-0.00155,-0.001433,-0.001227,-0.001747,0,-0.000334,-0.000342,-0.000363,-0.00078,-0.000613,-0.002127,-0.001823
-0.001975,-0.002414,-0.000703,-0.002005,-0.001351,-0.00117,-0.001339,-0.001038,0,-0.000418,-0.000474,0.000744,1.1e-05,-0.002066,-0.001535,-0.00079,-0.001451,0,-0.000961,-0.00046,-0.001388,-0.000429,-0.000951,-0.000603,-0.003512
-0.000869,-0.000906,-0.001181,-0.000834,-0.000409,-0.000402,-0.000585,0.000157,-0.00052,6.9e-05,-0.000487,-0.001254,-0.000521,-0.000945,0,-0.0004,-0.00058,0,8.6e-05,-0.000461,-0.000532,-0.000452,-0.000651,0.000102,-0.00055
-0.000917,-0.001388,-0.00089,-0.001425,-0.000331,-0.000283,-0.000374,-0.000442,-0.000388,-0.000418,-0.000488,0.00034,-0.000313,-0.000973,-0.000551,-0.000834,-0.000955,0,-0.001017,-0.000435,-5.6e-05,-0.000972,-0.000387,-0.001125,-0.00035
-0.001671,-0.00169,-0.000927,-0.001111,-0.000273,4.4e-05,-0.001033,-0.000442,-0.000952,0.000181,4.9e-05,-0.001441,-0.000953,-0.001571,-0.001183,-0.000783,-0.000813,0,-0.000423,-0.000463,-0.000767,-0.000266,-0.000241,-0.001231,-0.001819
-0.000948,-0.000657,-0.000399,-0.001114,-0.001985,-0.00122,-0.000111,-0.000486,0.000276,-0.000573,3.7e-05,-2.6e-05,-7e-05,-0.001045,-0.000457,-0.000599,-0.00075,0,-0.000511,4e-05,-0.00104,-0.000564,-0.001103,-0.000185,-0.004255
-0.000485,-0.000621,-0.000501,7.5e-05,-0.000481,9.8e-05,5e-05,-0.000516,-0.000133,-5.6e-05,-6.1e-05,-0.000539,-0.000116,-0.000387,-0.000155,-4.1e-05,-0.000544,0,-2.1e-05,-0.000569,0.001022,0.000465,0.000546,0.000359,0.000484
-4.1e-05,-0.000497,4.4e-05,-0.000626,-3.9e-05,-0.000109,0.000122,-0.000573,0.000348,8.4e-05,-0.000501,-0.000131,-0.000548,-0.000572,-9.7e-05,9.3e-05,-0.00056,0,-0.000512,4e-05,9e-06,-0.00051,-0.000461,-0.00038,-1.2e-05
-0.000545,-0.000666,-0.000487,-0.000427,-0.000383,-0.000546,-0.000548,4.3e-05,-0.000276,4.2e-05,1.2e-05,-0.000488,-0.000549,0.000143,-0.000166,-0.000527,-0.000657,0.008848,2.2e-05,-0.000503,-0.000993,-0.000332,-0.000304,-0.000834,-0.001659
-0.000479,-0.000345,0.000443,-0.000511,-0.002018,-0.000765,-0.000111,-0.000532,-0.000615,-4.2e-05,0.000525,-0.000659,-5.8e-05,-0.000687,-0.000662,0.000196,-0.000208,0.001739,-0.000588,-1.4e-05,9e-06,-0.000211,-0.000766,0.000134,-0.003537
0.00058,0.001545,-0.00102,0.000393,-2e-05,-0.000143,0.000598,-0.000605,0.000277,-4.2e-05,-2.4e-05,2.6e-05,-2.3e-05,1.4e-05,0.000166,0.000424,0.000537,-0.005577,0.000479,-0.000624,0.000844,0.000421,-9.7e-05,0.000957,0.000336
